keyword,url,title,content,author,publisher,description,publish_date
Prabowo Subianto,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vbmFzaW9uYWwua29tcGFzLmNvbS9yZWFkLzIwMjMvMDEvMDYvMjEzMjU4OTEvcHJhYm93by1zdWJpYW50by1kaWFudWdlcmFoaS1iaW50YW5nLWxlZ2l1bi12ZXRlcmFuLXJp0gFvaHR0cHM6Ly9hbXAua29tcGFzLmNvbS9uYXNpb25hbC9yZWFkLzIwMjMvMDEvMDYvMjEzMjU4OTEvcHJhYm93by1zdWJpYW50by1kaWFudWdlcmFoaS1iaW50YW5nLWxlZ2l1bi12ZXRlcmFuLXJp?oc=5&hl=en-ID&gl=ID&ceid=ID:en,Prabowo Subianto Dianugerahi Bintang Legiun Veteran RI - Kompas.com - Nasional Kompas.com,,,Nasional Kompas.com,Prabowo Subianto Dianugerahi Bintang Legiun Veteran RI - Kompas.com  Nasional Kompas.com,"Fri, 06 Jan 2023 08:00:00 GMT"
Prabowo Subianto,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmFudGFyYW5ld3MuY29tL2Jlcml0YS8zMzM0NzY3L3ByYWJvd28tZGFuLW11aGFtbWFkLWFsaS1iYWhhcy1wZW5ndWF0YW4tbWF0cmEtbGF1dNIBX2h0dHBzOi8vbS5hbnRhcmFuZXdzLmNvbS9hbXAvYmVyaXRhLzMzMzQ3NjcvcHJhYm93by1kYW4tbXVoYW1tYWQtYWxpLWJhaGFzLXBlbmd1YXRhbi1tYXRyYS1sYXV0?oc=5&hl=en-ID&gl=ID&ceid=ID:en,Prabowo dan Muhammad Ali bahas penguatan matra laut - ANTARA,,,ANTARA,Prabowo dan Muhammad Ali bahas penguatan matra laut  ANTARA,"Tue, 03 Jan 2023 08:00:00 GMT"
Prabowo Subianto,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vZWR1a2FzaS5va2V6b25lLmNvbS9yZWFkLzIwMjMvMDEvMDgvNjI0LzI3NDIzNTUvbWVsaWhhdC1zZWphcmFoLXBlbmRpZGlrYW4tcHJhYm93by1zdWJpYW50b9IBYmh0dHBzOi8vZWR1a2FzaS5va2V6b25lLmNvbS9hbXAvMjAyMy8wMS8wOC82MjQvMjc0MjM1NS9tZWxpaGF0LXNlamFyYWgtcGVuZGlkaWthbi1wcmFib3dvLXN1YmlhbnRv?oc=5&hl=en-ID&gl=ID&ceid=ID:en,Melihat Sejarah Pendidikan Prabowo Subianto - Okezone Edukasi,,,Okezone Edukasi,Melihat Sejarah Pendidikan Prabowo Subianto  Okezone Edukasi,"Sun, 08 Jan 2023 08:00:00 GMT"
Prabowo Subianto,https://news.google.com/rss/articles/CBMifmh0dHBzOi8vaW5kb25lc2lhZGVmZW5zZS5jb20vcHJhYm93by11bmdrYXAtYWxhc2FuLWluaXNpYXNpLWZha3VsdGFzLWtlZG9rdGVyYW4tZGFuLWZhcm1hc2ktbWlsaXRlci1kaS11bmhhbi1hbmNhbWFuLWJpb2xvZ2lzL9IBAA?oc=5&hl=en-ID&gl=ID&ceid=ID:en,Prabowo Ungkap Alasan Inisiasi Fakultas Kedokteran dan Farmasi ... - Indonesia Defense Magz,,,Indonesia Defense Magz,Prabowo Ungkap Alasan Inisiasi Fakultas Kedokteran dan Farmasi ...  Indonesia Defense Magz,"Thu, 05 Jan 2023 08:00:00 GMT"
Prabowo Subianto,https://news.google.com/rss/articles/CBMigwFodHRwczovL25hc2lvbmFsLmtvbXBhcy5jb20vcmVhZC8yMDIzLzAxLzA5LzA1NDUwMDcxL2dlcmluZHJhLW5nb3RvdC1jYXByZXNrYW4tcHJhYm93by13YWNhbmEtZHVldC1kZW5nYW4tZ2FuamFyLWF0YXUtcHVhbj9wYWdlPWFsbNIBfmh0dHBzOi8vYW1wLmtvbXBhcy5jb20vbmFzaW9uYWwvcmVhZC8yMDIzLzAxLzA5LzA1NDUwMDcxL2dlcmluZHJhLW5nb3RvdC1jYXByZXNrYW4tcHJhYm93by13YWNhbmEtZHVldC1kZW5nYW4tZ2FuamFyLWF0YXUtcHVhbg?oc=5&hl=en-ID&gl=ID&ceid=ID:en,"Gerindra Ngotot Capreskan Prabowo, Wacana Duet dengan Ganjar atau Puan Dinilai Mustahil - Kompas.com - Nasional Kompas.com",,,Nasional Kompas.com,"Gerindra Ngotot Capreskan Prabowo, Wacana Duet dengan Ganjar atau Puan Dinilai Mustahil - Kompas.com  Nasional Kompas.com","Mon, 09 Jan 2023 08:00:00 GMT"
Prabowo Subianto,https://news.google.com/rss/articles/CBMifmh0dHBzOi8vaW5kb25lc2lhZGVmZW5zZS5jb20vYmVyaS1wZW5nYXJhaGFuLWtlcGFkYS1wZWphYmF0LWtlbWhhbi1wcmFib3dvLWluZ2F0a2FuLXBlbnRpbmdueWEta29tYW5kby1kYW4tZG9rdHJpbi10ZXJpdG9yaWFsL9IBAA?oc=5&hl=en-ID&gl=ID&ceid=ID:en,"Beri Pengarahan kepada Pejabat Kemhan, Prabowo Ingatkan ... - Indonesia Defense Magz",,,Indonesia Defense Magz,"Beri Pengarahan kepada Pejabat Kemhan, Prabowo Ingatkan ...  Indonesia Defense Magz","Tue, 03 Jan 2023 08:00:00 GMT"
Prabowo Subianto,https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5zdWFyYS5jb20vbmV3cy8yMDIzLzAxLzAxLzE4Mzg0Mi9zYXlhLXNhbXBhaS1zeW9rLWNlcml0YS1odWJ1bmdhbi1wcmFib3dvLXNvZWhhcnRvLXNhYXQtbWVuYW50dS1tZXJhc2EtZGlraGlhbmF0aS1tZXJ0dWEtc2VuZGlyadIBjAFodHRwczovL2FtcC5zdWFyYS5jb20vbmV3cy8yMDIzLzAxLzAxLzE4Mzg0Mi9zYXlhLXNhbXBhaS1zeW9rLWNlcml0YS1odWJ1bmdhbi1wcmFib3dvLXNvZWhhcnRvLXNhYXQtbWVuYW50dS1tZXJhc2EtZGlraGlhbmF0aS1tZXJ0dWEtc2VuZGlyaQ?oc=5&hl=en-ID&gl=ID&ceid=ID:en,"'Saya Sampai Syok' Cerita Hubungan Prabowo-Soeharto, Saat Menantu Merasa Dikhianati Mertua Sendiri - Suara.com",,,Suara.com,"'Saya Sampai Syok' Cerita Hubungan Prabowo-Soeharto, Saat Menantu Merasa Dikhianati Mertua Sendiri  Suara.com","Sun, 01 Jan 2023 08:00:00 GMT"
Prabowo Subianto,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmZyYWtzaWdlcmluZHJhLmlkL2FobWFkLW11emFuaS1iYXdhLXBlc2FuLXByYWJvd28tc2VsYWx1LWJlcmJ1YXQtYmFpay11bnR1ay1yYWt5YXQv0gEA?oc=5&hl=en-ID&gl=ID&ceid=ID:en,Ahmad Muzani Bawa Pesan Prabowo: Selalu Berbuat Baik untuk ... - FRAKSI GERINDRA,,,FRAKSI GERINDRA,Ahmad Muzani Bawa Pesan Prabowo: Selalu Berbuat Baik untuk ...  FRAKSI GERINDRA,"Mon, 09 Jan 2023 08:00:00 GMT"
Prabowo Subianto,https://news.google.com/rss/articles/CBMimgFodHRwczovL2VyYS5pZC9saWZlc3R5bGUvMTE0NTYzL2t1bGl0bnlhLWt1bmluZy1sYW5nc2F0LWRhbi1uYW1hbnlhLXB1bnlhLXRpZ2Etc3VrdS1rYXRhLWluZGlnby1oYXJkLWd1bWF5LXVuZ2thcC1jaXJpLWNpcmktcHJlc2lkZW4tMjAyNC1wcmFib3dvLXN1YmlhbnRv0gGUAWh0dHBzOi8vZXJhLmlkL2FtcC8xMTQ1NjMva3VsaXRueWEta3VuaW5nLWxhbmdzYXQtZGFuLW5hbWFueWEtcHVueWEtdGlnYS1zdWt1LWthdGEtaW5kaWdvLWhhcmQtZ3VtYXktdW5na2FwLWNpcmktY2lyaS1wcmVzaWRlbi0yMDI0LXByYWJvd28tc3ViaWFudG8?oc=5&hl=en-ID&gl=ID&ceid=ID:en,"Kulitnya Kuning Langsat dan Namanya Punya Tiga Suku Kata, Indigo Hard Gumay Ungkap Ciri-Ciri Presiden 2024, Prabowo Subianto? - Era.ID",,,Era.ID,"Kulitnya Kuning Langsat dan Namanya Punya Tiga Suku Kata, Indigo Hard Gumay Ungkap Ciri-Ciri Presiden 2024, Prabowo Subianto?  Era.ID","Sat, 07 Jan 2023 08:00:00 GMT"
Prabowo Subianto,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3Lmpwbm4uY29tL25ld3MvZHVldC1wcmFib3dvLXN1YmlhbnRvLWVyaWNrLXRob2hpci1kaWdhbmRydW5naS1rYWxhbmdhbi1taWxlbmlhbC10YW5nc2Vs0gFkaHR0cHM6Ly9tLmpwbm4uY29tL2FtcC9uZXdzL2R1ZXQtcHJhYm93by1zdWJpYW50by1lcmljay10aG9oaXItZGlnYW5kcnVuZ2kta2FsYW5nYW4tbWlsZW5pYWwtdGFuZ3NlbA?oc=5&hl=en-ID&gl=ID&ceid=ID:en,Duet Prabowo Subianto-Erick Thohir Digandrungi Kalangan Milenial Tangsel - JPNN.com,,,JPNN.com,Duet Prabowo Subianto-Erick Thohir Digandrungi Kalangan Milenial Tangsel  JPNN.com,"Thu, 05 Jan 2023 08:00:00 GMT"
